Gene	Splicing.ID	CHR	P0
DMRT2	DMRT2	9	1050354
RP11-341G2.3	RP11-341G2.3	9	1151807
RPS27AP14	RPS27AP14	9	1164414
RP11-459D20.1	RP11-459D20.1	9	1328664
RNA5SP279	RNA5SP279	9	1333837
RP11-443B9.1	RP11-443B9.1	9	1977784
SMARCA2	SMARCA2	9	2015342
RP11-264I13.2	RP11-264I13.2	9	2041900
RNU2-25P	RNU2-25P	9	2162763
RN7SL592P	RN7SL592P	9	2228963
RP11-125B21.2	RP11-125B21.2	9	2422702
RP11-91N2.3	RP11-91N2.3	9	2541097
VLDLR	VLDLR	9	2621834
KCNV2	KCNV2	9	2717502
KIAA0020	KIAA0020	9	2720469
RP11-255J3.2	RP11-255J3.2	9	2875442
RP11-255J3.3	RP11-255J3.3	9	2900320
CARM1P1	CARM1P1	9	2907073
AL589675.1	AL589675.1	9	2924323
RP11-32F11.2	RP11-32F11.2	9	3181589
RFX3	RFX3	9	3218297
RP11-62E14.2	RP11-62E14.2	9	3364329
AL365202.1	AL365202.1	9	3452305
RP11-509J21.1	RP11-509J21.1	9	3526723
RP11-509J21.2	RP11-509J21.2	9	3647335
RP11-509J21.3	RP11-509J21.3	9	3674546
RP11-509J21.4	RP11-509J21.4	9	3684076
GLIS3	GLIS3	9	3824127
RP11-252M18.3	RP11-252M18.3	9	3875584
GLIS3-AS1	GLIS3-AS1	9	3898642
RP11-70J12.1	RP11-70J12.1	9	4070906
RP11-358M14.2	RP11-358M14.2	9	4299390
AL162419.1	AL162419.1	9	4378423
RNU6-694P	RNU6-694P	9	4386410
SLC1A1	SLC1A1	9	4490444
SPATA6L	SPATA6L	9	4553386
RP11-6J24.3	RP11-6J24.3	9	4633027
PPAPDC2	PPAPDC2	9	4662298
RP11-6J24.6	RP11-6J24.6	9	4676600
CDC37L1	CDC37L1	9	4679559
AK3	AK3	9	4711155
RP11-307I14.4	RP11-307I14.4	9	4768617
RP11-307I14.2	RP11-307I14.2	9	4781475
RCL1	RCL1	9	4792869
RP11-307I14.3	RP11-307I14.3	9	4803788
MIR101-2	MIR101-2	9	4850291
AL158147.2	AL158147.2	9	4859120
HNRNPA1P41	HNRNPA1P41	9	4944670
AL158147.1	AL158147.1	9	4968097
JAK2	JAK2	9	4985033
RP11-39K24.2	RP11-39K24.2	9	5040945
AL161450.1	AL161450.1	9	5077163
RP11-39K24.9	RP11-39K24.9	9	5084999
MTND6P5	MTND6P5	9	5091093
MTND1P11	MTND1P11	9	5094139
RP11-39K24.4	RP11-39K24.4	9	5096666
RP11-39K24.14	RP11-39K24.14	9	5098341
RP11-39K24.12	RP11-39K24.12	9	5099560
RP11-39K24.13	RP11-39K24.13	9	5100236
MTND4P14	MTND4P14	9	5107937
MTND5P14	MTND5P14	9	5109496
RP11-39K24.7	RP11-39K24.7	9	5110913
IGHEP2	IGHEP2	9	5113549
INSL6	INSL6	9	5131979
RP11-140C18.2	RP11-140C18.2	9	5193339
INSL4	INSL4	9	5231419
RLN2	RLN2	9	5299868
HMGN2P31	HMGN2P31	9	5311444
RLN1	RLN1	9	5334969
RP11-12D24.10	RP11-12D24.10	9	5351796
RP11-12D24.6	RP11-12D24.6	9	5356312
PLGRKT	PLGRKT	9	5357973
RP11-12D24.7	RP11-12D24.7	9	5418373
CD274	CD274	9	5450503
PDCD1LG2	PDCD1LG2	9	5510545
RP11-574F11.3	RP11-574F11.3	9	5584490
KIAA1432	KIAA1432	9	5629025
RP11-207C16.4	RP11-207C16.4	9	5719021
ERMP1	ERMP1	9	5765076
AK4P4	AK4P4	9	5855781
KIAA2026	KIAA2026	9	5881596
snoU13	snoU13	9	5890150
MLANA	MLANA	9	5890802
MIR4665	MIR4665	9	6007902
RANBP6	RANBP6	9	6011043
RP11-218I7.2	RP11-218I7.2	9	6047360
RP11-575C20.1	RP11-575C20.1	9	6195934
IL33	IL33	9	6215805
RP11-279E1.1	RP11-279E1.1	9	6276640
RP11-307L3.2	RP11-307L3.2	9	6278667
TPD52L3	TPD52L3	9	6328349
UHRF2	UHRF2	9	6413151
RP11-307L3.4	RP11-307L3.4	9	6415145
C9orf38	C9orf38	9	6467618
GLDC	GLDC	9	6532464
RN7SL25P	RN7SL25P	9	6542094
RP11-472F14.4	RP11-472F14.4	9	6568844
RP11-106A1.2	RP11-106A1.2	9	6639139
RP11-390F4.6	RP11-390F4.6	9	6645956
RN7SL123P	RN7SL123P	9	6661651
RP11-106A1.3	RP11-106A1.3	9	6662424
RNF2P1	RNF2P1	9	6668999
RP11-390F4.2	RP11-390F4.2	9	6675284
RP11-390F4.10	RP11-390F4.10	9	6704471
RP11-390F4.3	RP11-390F4.3	9	6716548
KDM4C	KDM4C	9	6757641
RP11-390F4.9	RP11-390F4.9	9	6734598
SNRPEP2	SNRPEP2	9	6748703
RP11-390F4.8	RP11-390F4.8	9	6834456
RP11-403H13.1	RP11-403H13.1	9	6902670
RPL4P5	RPL4P5	9	7477045
RP11-366I21.1	RP11-366I21.1	9	7597823
RP11-77E14.2	RP11-77E14.2	9	7786105
TMEM261	TMEM261	9	7796490
RP11-29B9.1	RP11-29B9.1	9	7930827
RP11-29B9.2	RP11-29B9.2	9	7960413
PTPRD	PTPRD	9	8314246
RP11-134K1.3	RP11-134K1.3	9	8700595
RP11-134K1.2	RP11-134K1.2	9	8713311
RNU7-185P	RNU7-185P	9	8797135
RP11-75C9.1	RP11-75C9.1	9	8858130
SNORD27	SNORD27	9	8888136
RP11-75C9.2	RP11-75C9.2	9	8936079
RPS26P3	RPS26P3	9	9090876
AL353733.1	AL353733.1	9	9425461
RN7SL5P	RN7SL5P	9	9442060
RP11-527D15.1	RP11-527D15.1	9	9799423
RP11-87N24.1	RP11-87N24.1	9	10532145
RP11-87N24.2	RP11-87N24.2	9	10613202
RP11-87N24.3	RP11-87N24.3	9	10631750
RP11-421B23.2	RP11-421B23.2	9	10777357
RP11-421B23.1	RP11-421B23.1	9	10829752
RP11-109M17.2	RP11-109M17.2	9	10948372
RP11-109M17.1	RP11-109M17.1	9	11011748
RP11-23D5.1	RP11-23D5.1	9	11275314
RP11-74C3.1	RP11-74C3.1	9	12098660
RP11-71E22.1	RP11-71E22.1	9	12287320
RNU2-47P	RNU2-47P	9	12300266
TYRP1	TYRP1	9	12685439
RP11-3L8.3	RP11-3L8.3	9	12700100
RN7SL849P	RN7SL849P	9	12764762
LURAP1L	LURAP1L	9	12775020
Y_RNA	Y_RNA	9	12885320
TDPX2	TDPX2	9	12972842
RP11-382H24.2	RP11-382H24.2	9	13021693
MPDZ	MPDZ	9	13105703
RP11-272P10.2	RP11-272P10.2	9	13274509
RP11-272P10.3	RP11-272P10.3	9	13322805
RP11-536O18.2	RP11-536O18.2	9	13406379
RP11-536O18.1	RP11-536O18.1	9	13446490
LINC00583	LINC00583	9	13927970
PES1P2	PES1P2	9	13986174
RP11-284P20.3	RP11-284P20.3	9	14025970
RPL3P11	RPL3P11	9	14040715
RP11-280O24.1	RP11-280O24.1	9	14068931
NFIB	NFIB	9	14081842
RP11-280O24.3	RP11-280O24.3	9	14204247
RP11-120J1.1	RP11-120J1.1	9	14317084
RP11-408A13.2	RP11-408A13.2	9	14531914
RP11-408A13.3	RP11-408A13.3	9	14586767
RP11-408A13.4	RP11-408A13.4	9	14588795
RP11-408A13.1	RP11-408A13.1	9	14593575
ZDHHC21	ZDHHC21	9	14611069
CER1	CER1	9	14719722
FREM1	FREM1	9	14734664
RNU6-1260P	RNU6-1260P	9	14850427
LDHAP4	LDHAP4	9	14921335
RP11-54D18.3	RP11-54D18.3	9	14987300
RP11-54D18.2	RP11-54D18.2	9	14993310
RP11-54D18.4	RP11-54D18.4	9	15055055
RNU6-559P	RNU6-559P	9	15143287
TTC39B	TTC39B	9	15163620
RN7SL157P	RN7SL157P	9	15348166
RP11-490C5.1	RP11-490C5.1	9	15361391
SNAPC3	SNAPC3	9	15422702
RNU6-319P	RNU6-319P	9	15431897
PSIP1	PSIP1	9	15464133
RN7SL98P	RN7SL98P	9	15525782
FTH1P12	FTH1P12	9	15527131
RNU6-246P	RNU6-246P	9	15544186
CCDC171	CCDC171	9	15552895
HMGN2P16	HMGN2P16	9	15588353
RNU6-14P	RNU6-14P	9	15776179
C9orf92	C9orf92	9	16203933
BNC2	BNC2	9	16409501
RP11-183I6.2	RP11-183I6.2	9	16473186
RP11-62F24.1	RP11-62F24.1	9	16625674
RP11-62F24.2	RP11-62F24.2	9	16726812
RP11-335H2.2	RP11-335H2.2	9	16775571
RP11-132E11.2	RP11-132E11.2	9	17048917
RN7SL720P	RN7SL720P	9	17053899
RP11-132E11.3	RP11-132E11.3	9	17096299
RP11-132E11.4	RP11-132E11.4	9	17108302
CNTLN	CNTLN	9	17134980
RP11-492A12.2	RP11-492A12.2	9	17447143
SH3GL2	SH3GL2	9	17579080
PABPC1P11	PABPC1P11	9	17589159
RP11-570H19.2	RP11-570H19.2	9	18360595
ADAMTSL1	ADAMTSL1	9	18473892
MIR3152	MIR3152	9	18573304
RN7SKP258	RN7SKP258	9	18651145
RP11-503K16.2	RP11-503K16.2	9	18717972
AL158150.1	AL158150.1	9	18834835
FAM154A	FAM154A	9	18927656
RP11-296P7.4	RP11-296P7.4	9	19026890
RRAGA	RRAGA	9	19049372
HAUS6	HAUS6	9	19053141
SCARNA8	SCARNA8	9	19063654
RNU6-264P	RNU6-264P	9	19073841
RN7SL158P	RN7SL158P	9	19106479
PLIN2	PLIN2	9	19108373
RP11-146N23.1	RP11-146N23.1	9	19200333
DENND4C	DENND4C	9	19230433
RP11-146N23.4	RP11-146N23.4	9	19291335
RP11-513M16.7	RP11-513M16.7	9	19371384
RP11-513M16.8	RP11-513M16.8	9	19375449
RPS6	RPS6	9	19375995
NDUFA5P3	NDUFA5P3	9	19383215
ACER2	ACER2	9	19408925
RP11-363E7.4	RP11-363E7.4	9	19453207
RP11-363E7.3	RP11-363E7.3	9	19460924
SLC24A2	SLC24A2	9	19507450
RP11-252O2.2	RP11-252O2.2	9	19705336
AL158077.1	AL158077.1	9	19829751
RP11-378I6.1	RP11-378I6.1	9	19926092
RP11-378I6.2	RP11-378I6.2	9	19957392
AL512635.1	AL512635.1	9	20295002
RP11-15P13.1	RP11-15P13.1	9	20331444
MLLT3	MLLT3	9	20341663
MIR4473	MIR4473	9	20411146
RNU4-26P	RNU4-26P	9	20418319
MIR4474	MIR4474	9	20502263
RP11-73E6.2	RP11-73E6.2	9	20532550
AL163193.1	AL163193.1	9	20576216
FOCAD	FOCAD	9	20658308
RP11-4E23.2	RP11-4E23.2	9	20683303
MIR491	MIR491	9	20716104
SNORA30	SNORA30	9	20786926
PTPLAD2	PTPLAD2	9	20995306
IFNNP1	IFNNP1	9	21058770
IFNB1	IFNB1	9	21077104
IFNWP4	IFNWP4	9	21106542
IFNW1	IFNW1	9	21140631
IFNA21	IFNA21	9	21165636
IFNWP15	IFNWP15	9	21178588
IFNA4	IFNA4	9	21186617
IFNWP9	IFNWP9	9	21190653
IFNA7	IFNA7	9	21201468
IFNA10	IFNA10	9	21206180
IFNWP18	IFNWP18	9	21209188
IFNA16	IFNA16	9	21216372
IFNA17	IFNA17	9	21227242
IFNWP5	IFNWP5	9	21231265
IFNA14	IFNA14	9	21239201
IFNA22P	IFNA22P	9	21278049
IFNA5	IFNA5	9	21304613
IFNA20P	IFNA20P	9	21321299
KLHL9	KLHL9	9	21329670
IFNA6	IFNA6	9	21349834
IFNA13	IFNA13	9	21367371
IFNA2	IFNA2	9	21384254
RP11-354P17.15	RP11-354P17.15	9	21394887
IFNA11P	IFNA11P	9	21398613
IFNA12P	IFNA12P	9	21403080
IFNA8	IFNA8	9	21409146
IFNWP2	IFNWP2	9	21420233
IFNA1	IFNA1	9	21440440
IFNWP19	IFNWP19	9	21455483
MIR31HG	MIR31HG	9	21476898
IFNE	IFNE	9	21480841
MIR31	MIR31	9	21512114
SNORD39	SNORD39	9	21524306
RP11-344A7.1	RP11-344A7.1	9	21638284
KHSRPP1	KHSRPP1	9	21695175
RN7SL151P	RN7SL151P	9	21699313
MTAP	MTAP	9	21802542
AL359922.1	AL359922.1	9	21808057
TUBB8P1	TUBB8P1	9	21811620
RP11-70L8.4	RP11-70L8.4	9	21858909
RP11-149I2.5	RP11-149I2.5	9	21929456
C9orf53	C9orf53	9	21967137
CDKN2A	CDKN2A	9	21967751
CDKN2B-AS1	CDKN2B-AS1	9	21994777
RP11-149I2.4	RP11-149I2.4	9	21995481
CDKN2B	CDKN2B	9	22002902
UBA52P6	UBA52P6	9	22012154
RP11-408N14.1	RP11-408N14.1	9	22203989
DMRTA1	DMRTA1	9	22446840
RP11-399D6.2	RP11-399D6.2	9	22646199
RP11-370B11.1	RP11-370B11.1	9	22747699
RP11-370B11.3	RP11-370B11.3	9	22767174
AL391117.1	AL391117.1	9	22953018
SUMO2P2	SUMO2P2	9	23632104
RP11-315I14.2	RP11-315I14.2	9	23671786
RP11-315I14.5	RP11-315I14.5	9	23681892
ELAVL2	ELAVL2	9	23690102
RP11-321L2.1	RP11-321L2.1	9	23829668
RP11-321L2.2	RP11-321L2.2	9	23894988
IZUMO3	IZUMO3	9	24542950
RP11-20A20.2	RP11-20A20.2	9	24545950
AL157830.1	AL157830.1	9	24872710
RMRPP5	RMRPP5	9	24905467
RN7SKP120	RN7SKP120	9	25088809
TUSC1	TUSC1	9	25676396
RP11-33G16.1	RP11-33G16.1	9	25780054
RP11-477G9.1	RP11-477G9.1	9	25937910
AL442639.1	AL442639.1	9	26614038
RP11-18A15.1	RP11-18A15.1	9	26746951
SNORA31	SNORA31	9	26796171
RP11-337A23.6	RP11-337A23.6	9	26801731
CAAP1	CAAP1	9	26840683
RP11-337A23.5	RP11-337A23.5	9	26880176
RN7SL100P	RN7SL100P	9	26895676
PLAA	PLAA	9	26904081
IFT74	IFT74	9	26956371
RP11-337A23.3	RP11-337A23.3	9	26955778
LRRC19	LRRC19	9	26993134
RP11-56F10.3	RP11-56F10.3	9	27102628
TEK	TEK	9	27109139
RNA5SP280	RNA5SP280	9	27198285
RP11-179D22.1	RP11-179D22.1	9	27210325
LINC00032	LINC00032	9	27245682
EQTN	EQTN	9	27284656
MOB3B	MOB3B	9	27325207
RP11-298E2.2	RP11-298E2.2	9	27391732
IFNK	IFNK	9	27524312
C9orf72	C9orf72	9	27546544
CTAGE12P	CTAGE12P	9	27608380
RP11-575I8.1	RP11-575I8.1	9	27829274
RP11-438B23.2	RP11-438B23.2	9	27937615
LINGO2	LINGO2	9	27948076
RP11-20P5.2	RP11-20P5.2	9	28148209
RP11-32I2.1	RP11-32I2.1	9	28598666
MIR876	MIR876	9	28863624
MIR873	MIR873	9	28888877
RP11-373A6.1	RP11-373A6.1	9	29254073
RP11-48L13.1	RP11-48L13.1	9	29636484
RP11-460C6.1	RP11-460C6.1	9	29824740
RP11-255N24.4	RP11-255N24.4	9	30558878
RP11-255N24.1	RP11-255N24.1	9	30670962
RBMXP2	RBMXP2	9	30689103
AL590726.2	AL590726.2	9	30771095
KRT18P66	KRT18P66	9	30773462
KRT18P36	KRT18P36	9	30799469
RPS26P2	RPS26P2	9	30831876
FTLP4	FTLP4	9	30935483
HSPA8P17	HSPA8P17	9	30988083
RP11-572H4.1	RP11-572H4.1	9	31165616
SLC25A6P2	SLC25A6P2	9	31253899
RP11-271O3.1	RP11-271O3.1	9	31371609
RP11-291J9.1	RP11-291J9.1	9	31505278
RP11-291J9.2	RP11-291J9.2	9	31505944
HMGB3P23	HMGB3P23	9	31644574
RNA5SP281	RNA5SP281	9	32293556
SLC25A5P8	SLC25A5P8	9	32333455
ACO1	ACO1	9	32384618
DDX58	DDX58	9	32455300
TOPORS	TOPORS	9	32540542
AL353671.2	AL353671.2	9	32547881
AL353671.1	AL353671.1	9	32548215
TOPORS-AS1	TOPORS-AS1	9	32551142
NDUFB6	NDUFB6	9	32553006
AL353671.4	AL353671.4	9	32556904
RP11-205M20.7	RP11-205M20.7	9	32566146
GVQW1	GVQW1	9	32567125
RP11-555J4.4	RP11-555J4.4	9	32647704
RP11-555J4.3	RP11-555J4.3	9	32643101
RP11-555J4.2	RP11-555J4.2	9	32676061
RP11-462B18.1	RP11-462B18.1	9	32727067
AL157884.1	AL157884.1	9	32764294
TMEM215	TMEM215	9	32783497
RP11-462B18.3	RP11-462B18.3	9	32836573
RP11-462B18.2	RP11-462B18.2	9	32840596
RP11-562M8.4	RP11-562M8.4	9	32926049
ASS1P12	ASS1P12	9	32945994
APTX	APTX	9	32972604
TCEA1P4	TCEA1P4	9	32979558
RP11-54K16.2	RP11-54K16.2	9	33019680
DNAJA1	DNAJA1	9	33025209
SMU1	SMU1	9	33041762
B4GALT1	B4GALT1	9	33104080
RP11-326F20.5	RP11-326F20.5	9	33177418
RNU4ATAC15P	RNU4ATAC15P	9	33174168
SPINK4	SPINK4	9	33218363
BAG1	BAG1	9	33247818
CHMP5	CHMP5	9	33264940
NFX1	NFX1	9	33290509
AQP7	AQP7	9	33384765
RP11-311H10.4	RP11-311H10.4	9	33402855
AQP3	AQP3	9	33441152
RP11-311H10.7	RP11-311H10.7	9	33449753
NOL6	NOL6	9	33461439
SUGT1P	SUGT1P	9	33503653
RP11-255A11.2	RP11-255A11.2	9	33512957
ANKRD18B	ANKRD18B	9	33524392
RP11-255A11.4	RP11-255A11.4	9	33574359
SNX18P7	SNX18P7	9	33576378
RP11-255A11.21	RP11-255A11.21	9	33580693
PRSS3P4	PRSS3P4	9	33613846
TRBV20OR9-2	TRBV20OR9-2	9	33617760
ANXA2P2	ANXA2P2	9	33624223
TRBV21OR9-2	TRBV21OR9-2	9	33629119
TRBV22OR9-2	TRBV22OR9-2	9	33634109
TRBV23OR9-2	TRBV23OR9-2	9	33638033
TRBV24OR9-2	TRBV24OR9-2	9	33649045
TRBV25OR9-2	TRBV25OR9-2	9	33662164
PTENP1	PTENP1	9	33673502
TRBV26OR9-2	TRBV26OR9-2	9	33695765
RP11-384P7.7	RP11-384P7.7	9	33697457
RP11-384P7.5	RP11-384P7.5	9	33719688
RP11-384P7.6	RP11-384P7.6	9	33732973
PRSS3	PRSS3	9	33750515
RP11-133O22.6	RP11-133O22.6	9	33785948
TRBV29OR9-2	TRBV29OR9-2	9	33786526
UBE2R2	UBE2R2	9	33817565
RNU4ATAC11P	RNU4ATAC11P	9	33868538
RP11-176F3.7	RP11-176F3.7	9	33909607
UBAP2	UBAP2	9	33921691
SNORD121B	SNORD121B	9	33934353
SNORD121A	SNORD121A	9	33952767
OSTCP8	OSTCP8	9	33968069
RNU7-36P	RNU7-36P	9	34018258
RN7SKP114	RN7SKP114	9	34049964
RP11-537H15.3	RP11-537H15.3	9	34084330
DCAF12	DCAF12	9	34086385
TUBB4BP2	TUBB4BP2	9	34109169
RP11-537H15.4	RP11-537H15.4	9	34133155
AL353662.3	AL353662.3	9	34169687
UBAP1	UBAP1	9	34179003
RP11-571F15.2	RP11-571F15.2	9	34191553
AL353662.2	AL353662.2	9	34195642
AL353662.1	AL353662.1	9	34201271
RNA5SP282	RNA5SP282	9	34206132
RP11-571F15.3	RP11-571F15.3	9	34223982
KIF24	KIF24	9	34252522
RNU2-50P	RNU2-50P	9	34282526
AL353662.4	AL353662.4	9	34296377
SERPINH1P1	SERPINH1P1	9	34318405
NUDT2	NUDT2	9	34329504
KIAA1161	KIAA1161	9	34366668
C9orf24	C9orf24	9	34379017
FAM219A	FAM219A	9	34398182
DNAI1	DNAI1	9	34457412
RN7SKP24	RN7SKP24	9	34478620
ENHO	ENHO	9	34521038
RP11-296L22.8	RP11-296L22.8	9	34522255
RP11-296L22.7	RP11-296L22.7	9	34546522
CNTFR	CNTFR	9	34551430
CNTFR-AS1	CNTFR-AS1	9	34568013
RPP25L	RPP25L	9	34610483
DCTN3	DCTN3	9	34613548
ARID3C	ARID3C	9	34621376
SIGMAR1	SIGMAR1	9	34634719
GALT	GALT	9	34646633
IL11RA	IL11RA	9	34651033
CCL27	CCL27	9	34661890
RP11-195F19.5	RP11-195F19.5	9	34664160
RP11-195F19.9	RP11-195F19.9	9	34678097
CCL19	CCL19	9	34689564
CCL21	CCL21	9	34709002
FAM205A	FAM205A	9	34723052
FAM205B	FAM205B	9	34832292
FAM205CP	FAM205CP	9	34889061
GLULP4	GLULP4	9	34917172
YWHAZP6	YWHAZP6	9	34922181
KIAA1045	KIAA1045	9	34957484
DNAJB5	DNAJB5	9	34989638
SYF2P2	SYF2P2	9	35010700
C9orf131	C9orf131	9	35041092
FLJ00273	FLJ00273	9	35042563
RN7SL338P	RN7SL338P	9	35049268
VCP	VCP	9	35056061
FANCG	FANCG	9	35073832
PIGO	PIGO	9	35088685
RP11-182N22.8	RP11-182N22.8	9	35097757
STOML2	STOML2	9	35099888
FAM214B	FAM214B	9	35104109
RP11-182N22.7	RP11-182N22.7	9	35147407
UNC13B	UNC13B	9	35161999
AL160274.1	AL160274.1	9	35361056
ATP8B5P	ATP8B5P	9	35406752
RUSC2	RUSC2	9	35490124
RPL36AP33	RPL36AP33	9	35507561
FAM166B	FAM166B	9	35561896
RP11-156G14.6	RP11-156G14.6	9	35592783
TESK1	TESK1	9	35605367
MIR4667	MIR4667	9	35608091
CD72	CD72	9	35610039
RP11-331F9.3	RP11-331F9.3	9	35642511
RP11-331F9.4	RP11-331F9.4	9	35646267
SIT1	SIT1	9	35649292
RMRP	RMRP	9	35657748
CCDC107	CCDC107	9	35658301
ARHGEF39	ARHGEF39	9	35658872
RN7SL22P	RN7SL22P	9	35671773
CA9	CA9	9	35675864
TPM2	TPM2	9	35681989
TLN1	TLN1	9	35696945
CREB3	CREB3	9	35732393
GBA2	GBA2	9	35737002
RGP1	RGP1	9	35749226
RP11-112J3.16	RP11-112J3.16	9	35772160
NPR2	NPR2	9	35792151
SPAG8	SPAG8	9	35808042
HINT2	HINT2	9	35812957
TMEM8B	TMEM8B	9	35816141
FAM221B	FAM221B	9	35816388
OR13E1P	OR13E1P	9	35859059
OR13J1	OR13J1	9	35869375
NDUFA5P4	NDUFA5P4	9	35874807
HRCT1	HRCT1	9	35906189
LINC00961	LINC00961	9	35909480
RP11-327L3.3	RP11-327L3.3	9	35930009
PGAM1P2	PGAM1P2	9	35943207
OR2S2	OR2S2	9	35957105
YBX1P10	YBX1P10	9	35971341
OR13C6P	OR13C6P	9	35991333
OR13C7P	OR13C7P	9	36002906
OR2S1P	OR2S1P	9	36013181
OR2AM1P	OR2AM1P	9	36021689
RECK	RECK	9	36036430
GLIPR2	GLIPR2	9	36136732
CCIN	CCIN	9	36169389
CLTA	CLTA	9	36190853
GNE	GNE	9	36214438
RNU4-53P	RNU4-53P	9	36267780
HMGB3P24	HMGB3P24	9	36303496
RNF38	RNF38	9	36336393
MELK	MELK	9	36572859
MIR4475	MIR4475	9	36823536
PAX5	PAX5	9	36833272
RP11-344B23.2	RP11-344B23.2	9	36856552
MIR4540	MIR4540	9	36864251
MIR4476	MIR4476	9	36893459
RP11-297B17.3	RP11-297B17.3	9	37002774
RP11-297B17.2	RP11-297B17.2	9	37046832
RP11-465M18.1	RP11-465M18.1	9	37073528
RP11-220I1.5	RP11-220I1.5	9	37078810
RP11-220I1.1	RP11-220I1.1	9	37079893
RP11-220I1.2	RP11-220I1.2	9	37112545
ZCCHC7	ZCCHC7	9	37120536
RP11-220I1.4	RP11-220I1.4	9	37205109
AL158155.1	AL158155.1	9	37296020
RP11-397D12.4	RP11-397D12.4	9	37383175
GRHPR	GRHPR	9	37422663
ZBTB5	ZBTB5	9	37438111
RN7SL463P	RN7SL463P	9	37459392
RP11-405L18.2	RP11-405L18.2	9	37477146
POLR1E	POLR1E	9	37485932
RP11-405L18.4	RP11-405L18.4	9	37490418
RP11-613M10.6	RP11-613M10.6	9	37509147
FBXO10	FBXO10	9	37510889
TOMM5	TOMM5	9	37582643
RAB1C	RAB1C	9	37636685
FRMPD1	FRMPD1	9	37650997
RN7SKP171	RN7SKP171	9	37661744
TRMT10B	TRMT10B	9	37753804
EXOSC3	EXOSC3	9	37766975
DCAF10	DCAF10	9	37800499
RP11-3J10.7	RP11-3J10.7	9	37836041
PAICSP1	PAICSP1	9	37878113
SLC25A51	SLC25A51	9	37879491
RP11-3J10.4	RP11-3J10.4	9	37885680
SHB	SHB	9	37919131
RNU7-124P	RNU7-124P	9	37936704
U8	U8	9	38147425
RP11-113O24.3	RP11-113O24.3	9	38360424
ALDH1B1	ALDH1B1	9	38392661
IGFBPL1	IGFBPL1	9	38408991
RP11-403F21.1	RP11-403F21.1	9	38452779
RP11-403F21.3	RP11-403F21.3	9	38478468
RP11-392E22.1	RP11-392E22.1	9	38486856
VN1R48P	VN1R48P	9	38504444
RP11-392E22.3	RP11-392E22.3	9	38526828
FAM220BP	FAM220BP	9	38527094
RP11-392E22.12	RP11-392E22.12	9	38540564
ANKRD18A	ANKRD18A	9	38571355
RP11-392E22.5	RP11-392E22.5	9	38543101
SNX18P3	SNX18P3	9	38566257
FAM201A	FAM201A	9	38620731
RP13-198D9.3	RP13-198D9.3	9	38643039
RNU6-765P	RNU6-765P	9	38680003
RP11-402N8.1	RP11-402N8.1	9	38804004
VN2R3P	VN2R3P	9	39016966
CNTNAP3	CNTNAP3	9	39072764
RP11-290L7.2	RP11-290L7.2	9	39154072
RP11-290L7.5	RP11-290L7.5	9	39159068
RN7SL640P	RN7SL640P	9	39191097
SPATA31A1	SPATA31A1	9	39355699
RP11-347J14.4	RP11-347J14.4	9	39368376
FAM74A5	FAM74A5	9	39371062
RP11-347J14.8	RP11-347J14.8	9	39384503
RP11-347J14.7	RP11-347J14.7	9	39395734
CTD-2173L22.4	CTD-2173L22.4	9	39443804
RP11-381G8.1	RP11-381G8.1	9	39485380
AL590812.1	AL590812.1	9	39631025
AL590812.3	AL590812.3	9	39651897
ATP5A1P9	ATP5A1P9	9	39654198
RN7SL462P	RN7SL462P	9	39720399
BX088645.3	BX088645.3	9	39722430
RP11-133G22.1	RP11-133G22.1	9	39722575
BX088645.2	BX088645.2	9	39860052
SPATA31A2	SPATA31A2	9	39884975
BX664726.3	BX664726.3	9	39897660
FAM74A1	FAM74A1	9	39900346
RP11-95H8.5	RP11-95H8.5	9	39925026
AL353791.1	AL353791.1	9	40028620
VN2R4P	VN2R4P	9	40063116
RP11-111G23.1	RP11-111G23.1	9	40293025
VN2R5P	VN2R5P	9	40371838
RP11-292B8.2	RP11-292B8.2	9	40479776
RP11-292B8.1	RP11-292B8.1	9	40491622
RN7SL422P	RN7SL422P	9	40516806
SPATA31A3	SPATA31A3	9	40700291
RP11-395E19.5	RP11-395E19.5	9	40713385
RP11-395E19.2	RP11-395E19.2	9	40712985
FAM74A3	FAM74A3	9	40715662
RP11-395E19.7	RP11-395E19.7	9	40740776
ZNF658	ZNF658	9	40760700
BX664608.1	BX664608.1	9	40812916
ATP5A1P1	ATP5A1P1	9	41028804
CTD-2340F8.3	CTD-2340F8.3	9	41031936
CTD-2340F8.1	CTD-2340F8.1	9	41054827
RP11-95K23.7	RP11-95K23.7	9	41214067
RP11-95K23.6	RP11-95K23.6	9	41277733
RP11-95K23.5	RP11-95K23.5	9	41285357
FAM74A2	FAM74A2	9	41306133
RP11-95K23.3	RP11-95K23.3	9	41313945
SPATA31A4	SPATA31A4	9	41321107
RP11-144A16.1	RP11-144A16.1	9	41418937
RP11-144A16.2	RP11-144A16.2	9	41475787
SPATA31A5	SPATA31A5	9	41500679
RP11-100J16.5	RP11-100J16.5	9	41513413
FAM74A6	FAM74A6	9	41516046
RP11-144A16.5	RP11-144A16.5	9	41529583
ZNF658B	ZNF658B	9	41588823
RP11-100J16.4	RP11-100J16.4	9	41630397
RP11-45O22.1	RP11-45O22.1	9	41776064
RP11-45O22.3	RP11-45O22.3	9	41796924
